IdUtilizador,Nome,Email,Password,DataNascimento,DataCriacao,Geolocalizacao
13659,Pan Zitao,zitao1013@sapo.pt,MORuBK9MgS,24/4/1984,26/8/2024,8.91, 	-180.0000
13660,Suzuki Momoe,momoesuzuk@gmail.com,oN3Yj1Gqc5,3/5/2004,3/4/2024,+90,	7
13661,Tsui Ling Ling,linglingtsu@gmail.com,EwoNLvaYAN,18/5/1976,17/7/2023,+90,  	-151.265
13662,Jin Lan,jlan@icloud.com,0L2WTiXp50,7/5/1994,2/9/2023,-1.1,		 +3.42
13663,Dai Rui,rda@hotmail.com,P2LeNzUD8X,5/11/1998,10/2/2022,-6,  1.6
13664,Hirano Ayano,ayanohira@mail.com,ToSwEUiB8O,8/2/1995,26/2/2025,-0.072,+115.217
13665,Chan Sze Yu,chszeyu1973@gmail.com,XKaW6d1xwQ,18/5/1995,7/9/2023,-8.5449,180
13666,Nomura Ikki,iknomura@gmail.com,nL7vXFDkQz,11/1/1976,4/9/2025,-6, 	+40
13667,Fan Yun Fat,yunfat2@gmail.com,9uobcIqQjC,25/4/1973,19/4/2022,47.5,		 180
13668,Du Jialun,jialundu1@gmail.com,LNg3NB3lFn,5/10/1984,3/11/2022,90,  +180
13669,Ueda Takuya,ut1211@hotmail.com,Qvm9Zv8OPR,13/8/1990,18/7/2023,27,	4.677
13670,Ku Wing Sze,wsku@gmail.com,YdcyyEdkf0,1/7/1980,28/3/2024,-6.215, -2
13671,Takeuchi Yuito,takeuchi417@mail.com,jDFYy2sObI,24/11/2005,15/8/2024,90.000,		180.00
13672,Shao Zitao,shao827@gmail.com,CzlU2DXIjN,19/6/1986,19/12/2022,+90,180
13673,Kathy Nichols,nkathy@hotmail.com,Rjuz6IRwcE,5/11/1990,13/5/2024,90.0,		5
13674,Ota Ren,rota8@outlook.com,vS4K46nNyn,4/5/1991,1/10/2025,+90,-33.536
13675,Hayashi Mio,mio130@outlook.com,L9mYMUQ09R,26/7/2000,14/6/2022,90,  	180
13676,Pak Fat,fapak@gmail.com,MqLqQLPZlN,5/3/1998,28/5/2023,+89.803,		0
13677,Howard Dixon,dixon315@gmail.com,LcPhNrj6DI,27/3/1985,13/6/2025,+90.0000,		-180
13678,Mui Suk Yee,symu6@icloud.com,RhrtO10Btw,3/9/1997,13/10/2022,0,103
13679,Hao Shihan,hao58@gmail.com,72g4NDA1qU,13/4/1979,10/7/2025,-8.03,+44
13680,Ethel Harrison,harrison78@gmail.com,bCYZLLYPuG,31/7/1973,10/10/2025,1,	 	+180
13681,Travis Price,pricetravis5@hotmail.com,27P3Z1JSbl,25/12/1993,25/2/2022,90.0000,	 -6
13682,Janice Henry,henryjani6@gmail.com,UdtrorhMzc,28/6/1989,29/7/2023,-76, +180.000
13683,Tanaka Itsuki,itanak1@gmail.com,bjynmjoc1c,30/11/1978,31/12/2024,90.00,  +56.8
13684,Gu Xiaoming,guxiaom@gmail.com,a4yWbQ5TWC,11/1/1975,28/5/2023,+90,	 	76
13685,Cai Anqi,ca69@gmail.com,uEPL06r7mL,27/9/1975,15/5/2023,+90,	 +7.7
13686,Helen Evans,evanhelen10@hotmail.com,It0a11Wmuz,21/4/2002,19/2/2024,+90.0000,	  171
13687,Sasaki Hikari,shik820@gmail.com,gbsCJ3BDha,8/1/2000,13/8/2022,90,	-180
13688,Frank Soto,franksot@icloud.com,DtxF4UYa0k,12/4/1984,20/11/2023,3.0,+101
13689,Elizabeth Scott,elis@mail.com,e8akYxhasb,17/9/1986,2/12/2025,90.000,+180.0
13690,Denise Gordon,deniseg311@gmail.com,0L7F1eBrcv,29/11/1982,7/7/2023,+7.685, 		+179
13691,Denise Spencer,spencerdenise7@outlook.com,LQJPbNmfLO,24/3/1996,2/11/2024,+0, 	+180
13692,Sylvia Grant,grasylvia6@outlook.com,enDAhFENql,31/5/1985,10/5/2024,-3.6,	 	58.6
13693,Connie Gray,gray910@gmail.com,PEf4Gqn4pO,14/5/1996,17/10/2024,-90.0000, 180.0000
13694,Gao Anqi,gaoanqi2018@outlook.com,qjoeyw6LFY,25/4/1997,24/2/2022,-8.741,		 -177.02
13695,Miyazaki Sara,miyazakis@outlook.com,v577mth1Ig,22/3/1982,13/3/2024,90.0,	 180
13696,Guo Jialun,guoj1213@outlook.com,7iNlHMWrgu,6/6/2001,14/3/2023,+9.62,180.0000
13697,Hui Wing Sze,huwing@gmail.com,sGFRivOJMu,15/12/1977,23/9/2022,48,	+35
13698,Ng Lai Yan,ngly@gmail.com,DqDcubq4Vf,11/11/1979,8/8/2024,+90,-11.712
13699,Yu Xiuying,xiuyingyu74@gmail.com,0TnddSLnLB,21/9/1997,22/7/2023,23.5812,	 +180
13700,Wang Xiaoming,wxiaoming@gmail.com,lR7lBzjCjN,13/10/1977,12/5/2025,+90, 		+179
13701,Ishikawa Momoka,momi116@icloud.com,vkxMSrPjNF,22/11/1981,17/9/2022,0.14, 		+120
13702,Tao Jiehong,taojieho@outlook.com,SSl7meYIRb,5/3/2003,25/11/2022,90.00,180
13703,Nicholas Fox,nicholasf8@gmail.com,RlsACPJmoz,27/10/1970,14/12/2024,56.3443,	 	180.0
13704,Ray Turner,turner10@gmail.com,kXNFT9pqrJ,17/1/1989,1/10/2022,-36,	165.0619
13705,Endo Yuna,yend@icloud.com,I7AImUTII7,20/8/1984,19/7/2025,90.00, -180.0000
13706,Zhang Jiehong,zhangjiehong@gmail.com,3eFEP0m6dz,11/1/2001,11/10/2025,+41.82,			4
13707,Su Lu,slu@yahoo.com,G7cFQL58Q8,4/5/2000,14/2/2022,-37,+175.7
13708,Sato Hazuki,hazuki9@gmail.com,1qiziJ37ZN,14/7/2002,13/7/2025,57, 	103.96
13709,Wendy Silva,silvaw@hotmail.com,mkzoFQsE5g,19/6/1981,29/1/2025,80.81,118
13710,Che Hiu Tung,cheht7@gmail.com,4B2vAVIiEZ,14/6/2003,28/2/2023,-90.0,-7
13711,Don Ellis,edo@sapo.pt,Gkef2GH8fd,12/5/1993,8/7/2025,-90,		 174
13712,Miura Kasumi,kasumi07@outlook.com,BTNZlrvL73,21/9/1979,9/1/2025,-7,		180.0
13713,Jiang Jialun,jiang910@hotmail.com,j31oWPw2xa,26/9/1982,4/12/2024,4.9,		 +157
13714,Yam Kwok Ming,kmyam@outlook.com,A65GnUAbGo,17/2/1992,12/9/2024,90.000, 		+180.0000
13715,Stephanie Diaz,stediaz@gmail.com,WFvGajpH3I,23/6/1998,27/1/2024,+0,169
13716,Donald Russell,donald3@gmail.com,AewiQEA8Pz,14/2/1993,28/3/2022,-30,		-34.9999
13717,Martha Soto,sotom717@sapo.pt,wvq3pUi5JL,18/11/1997,18/1/2025,18.564,-180
13718,Fong Wing Fat,wffo@icloud.com,ttSJbLVHaS,17/8/1976,8/10/2024,-1.6,		+180.000
13719,Timothy Fernandez,fernandez821@mail.com,tAviY95vcb,21/1/1970,19/4/2025,-90.0000,		 180.0000
13720,Steve Wallace,wsteve@sapo.pt,xc8d8nILvb,7/3/1981,22/9/2024,-6,	+130.41
13721,Janice Powell,janipowell1128@gmail.com,PRGQnMdW3q,29/4/1990,17/7/2025,90, 		-180.0
13722,Miura Itsuki,itsuki120@gmail.com,XTg6F9j3D8,17/2/1992,5/1/2023,-90.000,		-118.9
13723,Xu Lan,lan514@hotmail.com,CF9CZtCCRW,5/12/1975,7/4/2025,-90.0,		180.0000
13724,Kimberly Vargas,kimberly4@gmail.com,3vfYNaqtFb,8/4/1979,21/2/2022,90.00,	  +111.0
13725,Song Xiuying,songx@gmail.com,8vi2Pg1sHJ,13/3/1991,22/1/2024,90.0, 	 180
13726,Rodney Gonzales,gonzarodney1966@outlook.com,22SXS5sNPJ,8/1/1993,5/2/2025,90.00, 	-145
13727,Gary Reyes,gareyes@yahoo.com,BrtRByCyoE,2/7/1989,20/6/2023,-90.000,180.00
13728,Yoshida Daichi,daichi8@outlook.com,r9mDuxP369,17/4/1991,8/6/2024,90.000,	-132
13729,Koon Wai Lam,wlko@hotmail.com,eD2dlMwZzy,18/5/2003,23/6/2023,90.0,  	180
13730,Pan Lan,panl@hotmail.com,mHBIX9Si5z,19/7/1982,8/6/2022,-90, +180.00
13731,Zhou Jialun,jialzho@mail.com,7wgbIlgDOw,10/2/1993,21/6/2025,90.000,	 	180.000
13732,Chiang Ling Ling,chiall@gmail.com,mBjI8dSRLt,8/6/1989,14/2/2022,34,180
13733,Ueno Sara,uenosara@icloud.com,21H2hwGutc,4/1/1982,22/7/2022,4,	 -1.4
13734,Yau Fu Shing,yfushing5@gmail.com,bdI7tMqugV,6/1/1990,2/3/2022,-90,	+33.3
13735,Joanne Holmes,joanneholmes@gmail.com,esveAGu8vK,26/3/1978,26/12/2022,0, -180
13736,Dale Alexander,alexd4@gmail.com,3ESIjNtwxQ,22/11/1985,23/12/2024,5.1,	 -180
13737,Yamada Ikki,yamadaikk402@outlook.com,vpSA7utqWD,7/9/2005,12/10/2025,-90, -180
13738,Mori Sakura,sakuram@icloud.com,TJWiQRxGn3,14/1/1991,29/6/2022,-3.8052, 180.0000
13739,Imai Minato,imaminato@gmail.com,AZDdNxEKrp,1/2/1985,11/5/2022,-23.21,  180.0000
13740,Tanaka Hazuki,hazuki2000@outlook.com,r7ZPXGSbLh,9/4/2002,11/10/2025,+8.9636,	  180
13741,Kudo Yota,kudoyota2@icloud.com,piXkL9S394,16/12/1988,8/8/2024,69, 	+180
13742,Chen Shihan,chen8@gmail.com,10nkPxsxlc,17/12/1971,23/11/2024,90,   180
13743,Kobayashi Mitsuki,komitsuki@gmail.com,g4JIQqp3NT,22/7/1972,22/2/2022,90.000,180.0
13744,Kwong Sai Wing,kwongsw@gmail.com,gcPLeNu71g,4/6/1971,9/8/2023,90,180
13745,Guo Xiaoming,xig@mail.com,NTc4HXJjNd,4/4/1993,13/6/2025,57.327, 137.331
13746,Grace Hunt,grach5@gmail.com,SNpGYkOH5p,15/9/1977,9/4/2023,+34.25,		106
13747,Wei Zhiyuan,zhiyuanwei@hotmail.com,jlfaVtD28D,15/4/2003,27/11/2022,66, 	-180.0000
13748,Qin Anqi,anqiqi@gmail.com,expBw7cynm,1/7/1978,11/6/2024,-5.53, -11
13749,Ando Ren,aren@hotmail.com,w8vPHVyfoz,13/5/1976,27/6/2022,90, +180
13750,Ku Kar Yan,karyan3@gmail.com,9GhhVkkvUm,5/1/2004,28/7/2023,+90,180
13751,Qian Jialun,jiq@yahoo.com,tt9qzGGEmA,7/7/1999,8/12/2025,90.00,	 180
13752,Karen Medina,medinakare@icloud.com,OjZDDNyPE7,5/11/2001,24/6/2024,9,	 35
13753,So Wing Kuen,sowk@icloud.com,EFwFXoZtRP,29/9/1973,10/5/2022,+90,	 -180.00
13754,Liang Ziyi,zliang@hotmail.com,HvGoxwgfIs,10/12/1975,10/10/2024,+90,-67.43
13755,Ono Ren,renono52@gmail.com,KuRbKvzseo,21/6/1978,16/5/2024,+7.7,	-180
13756,Lok Wai Yee,waiyeelo4@yahoo.com,5bALbNqDZQ,1/8/1999,16/3/2025,90.0, +180
13757,Sakurai Ayato,ayatos1@outlook.com,E8iF8wgcwK,17/1/2000,14/11/2025,-9.1,  	180.000
13758,Xiao Xiaoming,xiaoxiaoming@outlook.com,lIwo9gtLqx,27/1/1986,10/2/2024,-90.0, 180
13759,Long Jialun,long49@hotmail.com,PHLcaeO2L4,16/7/1990,26/7/2025,+90.00, -143
13760,Chung Ka Fai,kfchung41@gmail.com,Er3G12zlnN,20/5/1982,10/11/2023,3,-180
13761,Dai Shihan,dais5@hotmail.com,aH4R070yCX,18/9/1993,15/6/2023,8.7,			-7.4
13762,Fukuda Yuna,yunfu@outlook.com,HP1tDt8Wxk,7/1/1971,7/3/2022,7, 131
13763,Saito Ayato,ayatosaito@gmail.com,9djdpEVexJ,30/11/1980,8/12/2024,90,  	+172
13764,Peng Lan,plan@gmail.com,lz7BcjM3Mm,11/3/1977,18/7/2024,8.193, 	-57.661
13765,Troy Burns,trb@outlook.com,swYkyMdtJc,25/6/1989,22/2/2022,-85.720,	180.0000
13766,Zeng Anqi,zean4@gmail.com,1CUGcWrCUv,3/5/1984,2/1/2024,90,  68.7
13767,Zeng Lan,lanz4@hotmail.com,aAmO8CuWw7,3/7/1991,13/12/2022,90, 	-180
13768,Wang Yunxi,yuwang@outlook.com,YbbO5HpJH5,1/10/1986,3/5/2025,+90.0, 	 180
13769,Okamoto Rena,ro1@hotmail.com,fAwZlfzUcO,24/9/1980,9/12/2022,+71,		+180.0
13770,Chu Ka Man,kamanchu1217@gmail.com,zkG4avlqhB,13/3/1996,19/2/2024,90,		-170
13771,Yamada Daichi,yamada73@gmail.com,FND1MImhop,26/7/2001,16/10/2022,-0,-180
13772,Chang Anqi,canq@outlook.com,HcO0vS9wN6,4/12/1977,22/5/2025,32,	  -136.52
13773,Bradley Gray,bgray10@gmail.com,Va1JOlEqEB,24/10/1978,16/2/2022,9,	 162
13774,Yamamoto Minato,yamamotomina1@hotmail.com,m4HoGgFWsk,9/10/1999,6/4/2024,6,		+180.0000
13775,Martha Gutierrez,martguti5@outlook.com,w3biGpL2fP,20/5/2001,8/4/2024,-0,180.00
13776,Leslie Scott,scott1110@gmail.com,Fgk5rZx0Wl,24/10/2005,3/7/2024,4.324,	-180.0000
13777,Ito Sara,sarai19@gmail.com,BG0ggOjiDd,10/10/1989,15/7/2022,+5.6,	+70
13778,Gao Ziyi,ziyig3@gmail.com,eXhAXUw3Bt,14/6/1990,5/11/2025,-59,	  +30
13779,Guo Yuning,guoyu42@sapo.pt,wkzWaPdqY6,9/4/2000,13/2/2025,88,-180.000
13780,Lin Lu,luli@gmail.com,f8OTQ1wXXu,26/5/1974,19/4/2023,90.0000,  152.67
13781,Lawrence Hicks,lawrence10@sapo.pt,mi0YHtUuSR,14/4/1973,6/12/2024,48,   +4
13782,Nicole Lee,leeni@outlook.com,tLW5OGwZDQ,18/12/1980,14/1/2022,90,			131.5595
13783,Ishida Hina,hina3@icloud.com,E1xK6J0xC7,23/7/1976,20/9/2025,7.1626,  -111.9535
13784,Saito Aoi,saitoaoi@hotmail.com,DSZCMk5nll,12/10/1972,6/1/2024,58.148,-92.3241
13785,Esther Williams,williams7@outlook.com,WUWAGnEW1X,27/2/1977,27/10/2022,+81.6, +180
13786,Meng Rui,mrui2009@gmail.com,aM3SPkCQtt,25/7/2005,27/10/2025,27,	9
13787,Henry Wilson,wilsonh08@gmail.com,UahgMjFFiy,18/10/1996,11/11/2024,+6.8,		109.4
13788,Yoshida Momoe,ymo@yahoo.com,K5x9SsunKA,10/7/1986,5/1/2022,90.00,-2
13789,Nakajima Riku,riku48@gmail.com,iNjQQZBYoV,6/8/1977,27/10/2023,-32.0,	180.0000
13790,Liao Lik Sun,liao68@hotmail.com,32FWd4fj68,7/7/1980,29/12/2023,6.6943,128
13791,Fu Lu,fu8@sapo.pt,IoG9mfiXZA,5/12/1983,15/7/2023,+90.000,9.65
13792,Yung Hiu Tung,yunhiutung@gmail.com,9rH2q2Dzax,13/1/2005,8/4/2025,0.165,+180
13793,Chen Yunxi,chen9@gmail.com,6pLLsC6fUe,25/9/1973,12/7/2023,-8,180
13794,Wang Xiuying,xwan327@hotmail.com,LlufUuT2Ce,5/11/1989,19/2/2025,+46.85,+180
13795,Ng Wai Yee,wyng@hotmail.com,prnJxoURdk,24/7/1978,9/10/2023,37.4,+180.00
13796,Gu Lan,gulan05@gmail.com,UElyzP2kcl,25/2/1988,10/9/2024,90, -180.0000
13797,Patrick Simmons,simmonspatr@sapo.pt,FhLlOQD7m5,2/7/1993,27/9/2022,19.31,	 	-180.000
13798,Tse Tin Wing,tse1129@hotmail.com,6P0zdTO9Vr,18/7/2000,12/9/2022,2.1,	 180
13799,Choi Tsz Hin,choitszh9@outlook.com,u9CZwvpFXe,20/5/2000,29/6/2024,+90,180
13800,Lu Shihan,lshihan@gmail.com,IyQF0yQf8w,18/10/1971,18/7/2022,9,	 +91
13801,Kong Tsz Ching,kontsz222@gmail.com,2OVpMgWvY6,3/3/1997,16/11/2023,23,  180
13802,Lui Ting Fung,ltingfung@gmail.com,f97U3IuGOs,8/7/1978,22/9/2025,70,	+137.8
13803,Jacqueline Soto,sotojacqueline10@gmail.com,FsvKd5QwTl,19/3/1988,22/8/2023,19,	 180
13804,Xie Zhennan,xzhen@gmail.com,fmHPAcur1w,10/10/1992,28/3/2023,-13.3482,			-115
13805,Mario Romero,mromero@icloud.com,Ml2OziRsYn,27/3/1983,5/7/2023,+90,9.001
13806,Joel Thomas,tj10@gmail.com,8DT8cIVMFs,20/10/1972,13/12/2024,-15.04,+180
13807,Saito Misaki,saitmis704@outlook.com,U7YLO8KRJt,25/8/1980,9/6/2023,26.9,180
13808,Angela Walker,walkerangela@gmail.com,DeblUfI6Yv,27/7/1982,9/9/2022,7,		 44
13809,Leonard Graham,grahl@gmail.com,v2a3C7M9xu,11/6/1980,26/2/2024,+90,   -175
13810,Yin Zhiyuan,yzhiyuan10@sapo.pt,lBQmpqsIx4,14/4/2003,9/6/2022,-90, 128.533
13811,Liao Shihan,shihan20@hotmail.com,hZO0Ds5GOB,17/11/1987,4/3/2023,-34.35,2.290
13812,Du Zhiyuan,dzhiy@mail.com,oidHdoo0HR,12/11/1970,2/2/2024,5.41, 	180
13813,Danielle Mendez,mendez110@yahoo.com,6hfTYgCcCB,19/5/1986,9/4/2023,-90,-180
13814,Ono Itsuki,onitsuki@gmail.com,hEpR6MTD5K,23/2/1970,21/11/2023,90.000,7.39
13815,Zhu Jialun,jialzh@gmail.com,wRNTPkJbfz,30/4/1978,3/12/2023,90.000,	+31
13816,Maruyama Hina,hina4@outlook.com,nBT8nVxPV3,23/2/1970,29/5/2025,-5.6,  	+180.0
13817,Fujiwara Momoe,momfuji3@gmail.com,bxk9pph3bv,1/10/1973,3/2/2025,-25, 	105
13818,Zheng Jialun,zhjial1@outlook.com,lx6smfkD1A,9/4/1985,8/8/2025,+5, 	 180.000
13819,Kevin Medina,kevm@hotmail.com,3ucME9UieA,17/4/1970,11/4/2024,+32.85,		-180.00
13820,Miyazaki Mai,miyazaki512@gmail.com,ayFo1TKAUF,29/8/1991,7/2/2024,9,180.000
13821,Kelly Mendez,mendez1031@hotmail.com,G1MbYNhxYT,6/8/1983,26/3/2024,+90,	+7
13822,Shi Zhiyuan,zshi90@gmail.com,Iv0lGHRpR5,20/4/1982,4/8/2025,90,141.392
13823,Yuen Wing Fat,wingfatyuen40@outlook.com,JnfJHLvDFD,8/6/2003,12/11/2023,90,180.00
13824,Wong Ka Keung,kakwong123@gmail.com,Ao50R1jqPV,13/12/1976,15/10/2022,-33,  121
13825,Chu Hui Mei,chuhm807@gmail.com,P0ddp83DcA,3/5/1985,12/6/2025,17,	+180.0
13826,Richard Aguilar,aguilarricha00@gmail.com,TPFHy3RpUu,2/9/1981,29/1/2024,-90,  170
13827,Dong Jialun,donj1021@gmail.com,1197MNdN0m,14/2/1986,7/12/2023,+90.0, 	 100.90
13828,Takahashi Minato,minatotakahashi2006@hotmail.com,bzhrkZZfH8,29/11/1987,2/10/2022,+83, 	 +180
13829,Chan Lai Yan,chanly84@icloud.com,A2j6sXDisr,9/9/1988,18/3/2022,-1.12,	-180.0000
13830,Linda Robertson,lindarobe@outlook.com,mxFGf7f9wi,19/12/1976,2/11/2023,+9.38, 	 180
13831,Nomura Mio,minomura@hotmail.com,6qfZsCfvzp,24/8/1971,12/12/2023,+90,	 	180
13832,Wong Cho Yee,cywon10@yahoo.com,qEMIljJ6Ue,11/2/1995,12/9/2024,90.0000,180
13833,Wei Anqi,anqiwei62@gmail.com,GFnSWEZlEb,3/11/1994,30/4/2023,4.2953,	180.0
13834,Fujiwara Itsuki,fujiwarait2005@hotmail.com,N1hqeGu21k,12/12/1997,29/9/2023,+90, 180
13835,Lau Sai Wing,lausw@hotmail.com,00CPhqFmKD,31/3/1984,24/6/2024,90.0, +180
13836,Frances Henry,frances8@gmail.com,c9sRliFm0f,23/12/1984,4/11/2025,-90, -180
13837,Liu Yuning,liuyuning7@sapo.pt,rl5nVrcavh,23/4/2001,29/9/2022,0,+52.5
13838,Kwan Wing Kuen,wingkuenkwan6@gmail.com,On4YhXaksi,16/5/1991,17/8/2023,-90.0,  	+60.6
13839,Hsuan Suk Yee,syhsuan@icloud.com,1mB8YmwDHn,15/11/1973,16/12/2024,90,	 180.0000
13840,Nomura Miu,nomura1@yahoo.com,C5iHq9JUHF,11/4/1975,19/7/2023,90.000,	 +180.00
13841,Miu Ka Ming,mikm910@gmail.com,5n0MUTIGAD,29/12/1970,30/4/2023,-5.945,  +132
13842,Ralph Williams,raw59@icloud.com,RuMSj18O7l,11/6/1980,12/5/2023,-90.00,129
13843,Yuen Tak Wah,yuentw@hotmail.com,MIrFJrW0WK,23/1/2003,22/9/2024,5.160,		180.00
13844,Yoshida Yuna,yoshiday04@icloud.com,WboZdsYT03,24/5/1983,6/9/2023,+90,	 +180
13845,Abe Hazuki,hazukiab@outlook.com,N3MjYHNd1M,9/6/1983,18/8/2025,-90,-180
13846,Sakurai Miu,miu19@hotmail.com,iAJ8Ac35mI,14/5/2001,27/2/2024,-64.862,	 +148.3
13847,Wei Zhiyuan,weizhiyuan3@gmail.com,oiEGbY6vUR,20/9/1980,25/11/2024,90.00,	 180
13848,Manuel Lopez,manuell61@hotmail.com,eEgFwndQej,23/7/1971,15/1/2025,+56,  180
13849,Ichikawa Kasumi,kasumiichikawa@icloud.com,97Ot2sz6GS,14/8/1982,23/2/2022,90,  	+23.7
13850,Kwong Chiu Wai,kwochiuwai@mail.com,dtUhCaEjfw,16/8/1974,5/12/2025,-90, 	 -180.00
13851,Kinoshita Momoka,momoka02@gmail.com,2FpDx4lWkx,3/8/1991,7/12/2024,+3.2128,180
13852,Wong Wai Lam,wwl@gmail.com,hPZSv5pUuk,27/9/1980,12/5/2024,65.81,3
13853,Walter Carter,walterc6@outlook.com,ODH93l2WPp,12/3/1973,26/3/2024,-46,-67.1606
13854,Miu Wai Man,miu5@gmail.com,WJjpkn7D2z,13/10/1974,1/5/2022,+83,+116.74
13855,Hou Yuning,yuninhou802@sapo.pt,ahAHIthm5r,3/11/1980,29/12/2022,-6.8,		180
13856,Wong Fu Shing,wongfs@gmail.com,UDPWrUdflW,23/3/1996,12/10/2023,9, 		-180
13857,Matsui Hikari,hikari1942@outlook.com,cCPlrb9JZm,26/12/1975,15/5/2024,-90.00,		 180.00
13858,Ng Siu Wai,swng@mail.com,74fu2rX69t,29/12/1992,29/9/2024,-90.00, 	 112
13859,Fukuda Ikki,ikkif310@sapo.pt,LAP1FgDZo3,18/4/1983,10/7/2024,90.00,		 180
13860,Choi Tin Wing,chtw@hotmail.com,gtfNTKfh9l,7/12/1985,19/9/2025,27.206,	 76
13861,Cheung Wai Man,wmcheung@gmail.com,XTphLdtZAw,14/7/1987,15/2/2022,18, -180.0
13862,Matsui Nanami,matsuina@hotmail.com,D1gFBPlj4x,22/3/1993,16/12/2022,60.7,		+13
13863,Sandra Coleman,colemans@outlook.com,VHn2fBYHgt,29/12/1972,29/10/2023,-31.65, 	+161
13864,Louis Daniels,louisdanie@hotmail.com,dEVa3T0p8D,3/3/2001,17/1/2025,90,180
13865,Herbert Kennedy,herbekennedy7@gmail.com,RFyCWnlzq7,24/5/1979,11/3/2024,-90, 		-178
13866,Dong Anqi,donanq2002@hotmail.com,9gRAVAI6Aq,10/1/2005,20/12/2024,-90, -81.0342
13867,Cai Zhiyuan,zhiyuanca1109@icloud.com,FPa8nCZzk2,8/6/1982,26/5/2022,90.0000,	 -108.62
13868,Dai Jiehong,jdai@gmail.com,BI2UYBWYCk,24/7/1987,3/6/2022,-90.0,87
13869,Jose Burns,jburns1@outlook.com,Z6BvOQhDUP,8/9/1972,16/1/2023,44,			+105.66
13870,Jin Zhiyuan,zhiyuanji@outlook.com,4nUlFrEGl0,29/7/1999,7/4/2022,90.0,	-163.6572
13871,Marilyn Silva,silvam@hotmail.com,UvdS7nYRoN,18/2/2005,30/8/2024,+2.969,	 	-180.0
13872,Fu Zhiyuan,zf6@hotmail.com,dA1U751HMA,1/7/1996,25/8/2022,5.2, 108
13873,Xu Zitao,zx823@gmail.com,uyp9aX92Xi,29/8/1991,30/10/2023,-90,	180.0
13874,Hsuan Hok Yau,hyh@icloud.com,jyG8Ema9bF,26/4/1973,4/2/2025,90,	-159
13875,Hao Zhennan,zhao@gmail.com,ocJzlgBT2g,21/7/1973,9/3/2023,+2,	  131
13876,Manuel Fernandez,fernandez3@icloud.com,dk9H7TXlny,27/8/1979,18/4/2024,90,+180
13877,Gong Yuning,gongyu@icloud.com,0bh3DhYGRq,15/7/2004,17/11/2024,+90, +1
13878,Jane Morales,morales42@gmail.com,PkcWEnhXyc,12/6/1998,18/7/2023,90.00,+180
13879,Feng Lan,laf@gmail.com,Ws3QwYMx2F,5/6/1991,20/9/2025,+61,	 8.89
13880,Ray Nelson,ray4@gmail.com,3aAfttvx9G,6/6/2000,19/6/2023,33, 	180
13881,Wong Kar Yan,wongky@mail.com,NK7DkQQAQa,10/12/1995,30/11/2024,+90,			+6
13882,Yuen Kar Yan,kyyuen@outlook.com,cW7ODPgmVh,28/3/2000,18/7/2023,90,	 1
13883,Ku Ho Yin,kuhoyin9@gmail.com,KdKtPa5asS,27/5/2005,7/1/2024,+90.0000, +180
13884,Kong Xiuying,xkong@icloud.com,GBHENFotBd,30/3/1989,8/10/2024,-90.00,	  51.28
13885,Takagi Nanami,nanami924@hotmail.com,RkCrdKcewa,25/7/1980,21/11/2022,1.233,	+114
13886,Jack Lee,lee1006@hotmail.com,1EsMfAXkVz,31/3/1994,6/5/2022,+66,-180.0000
13887,Deng Rui,ruide5@yahoo.com,MivvwbOb9X,22/2/1988,12/6/2024,+77.78, 		+180.0
13888,Ota Yuito,oty@gmail.com,DQN9V1eM2o,5/9/1991,16/7/2025,-21,+180
13889,Lin Zhiyuan,lzhi@gmail.com,DF0qU62J0K,21/10/1984,15/2/2025,45, 4
13890,Nakayama Minato,minatonakayama86@outlook.com,Cwwph2xxT3,15/8/1999,20/6/2023,90,109
13891,Evelyn Bennett,evelyn3@yahoo.com,e8RlWpG8be,22/4/1989,17/11/2022,+90, 180.0000
13892,Leroy Owens,leroyowen@icloud.com,SDEKFjnc9q,21/6/1972,15/12/2025,-90.00,50.4
13893,Shibata Daisuke,daisushibata@outlook.com,1VbZTlI4K0,30/11/1986,12/12/2022,-0.8,	 180
13894,Ota Mai,maio@gmail.com,XbywonKakL,29/4/1971,6/2/2025,+90.0000,-180.0
13895,Xia Zitao,xiazitao9@gmail.com,Q8boss5A2g,9/7/1986,15/12/2025,-40.8,	180
13896,Martha Simpson,simpm@gmail.com,gWBDXISiof,31/1/1972,23/8/2022,+3, -180
13897,Patrick Sullivan,sulpatr@mail.com,MxH24wgOme,25/5/1993,31/8/2023,90.0, 		+180.0000
13898,Chad Hernandez,hernandezchad224@outlook.com,rAWb1pMe0c,18/1/1972,18/5/2024,+4.76,180
13899,Sakamoto Mio,sakamotomio@mail.com,L5IQrGGSfi,31/7/1973,29/4/2024,-90.0,	 -180
13900,Ti Wing Sze,wsti819@gmail.com,oLznH06hkW,10/10/1996,23/3/2025,90.0,		 -71.15
13901,Sharon Harrison,harrsharon@gmail.com,ik1KTfdrVI,16/10/1985,20/10/2024,-68, +180
13902,Wong Siu Wai,siuwawong@outlook.com,rvXhQqls4P,23/8/1995,1/1/2024,90.0000,-8.462
13903,Song Rui,ruson@gmail.com,humWaOgPWF,17/11/1989,15/8/2022,+67.256,-29
13904,Duan Rui,duanrui@mail.com,M3LXlAwuiw,28/1/2004,14/4/2022,+90.000, 9.374
13905,Ralph Foster,fralph@hotmail.com,mDF79LhopR,9/7/1970,4/1/2025,9.2789,-3.7
